FileName, background_texture_name, object_file_name, object_texture_name, X-coord, Y-coord, rotation about X (rx), ry, rz 
background_head_51, fruit1375.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, fruit125.jpg, -112, 491, -16, 140, rz
background_head_52, woods904.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods468.jpg, -1594, -622, 37, 150, rz
background_head_53, fruit1342.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit5.jpg, -1421, -229, -13, 150, rz
background_head_54, woods694.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods897.jpg, 163, -1053, -30, 120, rz
background_head_55, fruit1023.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, fruit1427.jpg, 1060, 1235, -24, 140, rz
background_head_56, fruit572.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit1189.jpg, 776, 819, -26, 170, rz
background_head_57, fruit197.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit1888.jpg, 151, -343, 11, 50, rz
background_head_58, woods399.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods138.jpg, 311, -991, 26, 130, rz
background_head_59, woods212.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods691.jpg, -844, -372, -27, 60, rz
background_head_60, woods791.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods29.jpg, -627, 1206, -20, 120, rz
background_head_61, woods866.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods618.jpg, -92, -237, -37, 110, rz
background_head_62, woods100.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods25.jpg, 851, 349, 30, 160, rz
background_head_63, fruit355.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit1675.jpg, 309, 286, -2, 100, rz
background_head_64, fruit474.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit603.jpg, -1730, 952, -16, 70, rz
background_head_65, woods49.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods919.jpg, -1015, -662, 5, 140, rz
background_head_66, woods621.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods430.jpg, -957, -329, 4, 140, rz
background_head_67, fruit1973.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit332.jpg, -700, -46, -1, 140, rz
background_head_68, fruit1633.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, fruit557.jpg, -1390, 1085, -2, 70, rz
background_head_69, woods508.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods660.jpg, -1704, 1060, 29, 0, rz
background_head_70, fruit1830.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, fruit1072.jpg, 419, -51, -13, 120, rz
background_head_71, fruit173.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, fruit515.jpg, 641, 27, -31, 180, rz
background_head_72, fruit381.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit1475.jpg, -1739, -1014, -3, 120, rz
background_head_73, fruit567.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit1094.jpg, -993, -1208, -35, 130, rz
background_head_74, fruit312.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit559.jpg, -1100, 585, -29, 150, rz
background_head_75, fruit1466.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, fruit175.jpg, 385, 856, 22, 170, rz
background_head_76, woods166.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods938.jpg, -110, -1094, -24, 140, rz
background_head_77, woods737.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods815.jpg, -858, -1052, -27, 160, rz
background_head_78, woods980.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods690.jpg, -469, 112, -4, 70, rz
background_head_79, fruit1783.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit490.jpg, -484, -271, 15, 150, rz
background_head_80, woods432.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods335.jpg, -965, 957, -33, 60, rz
background_head_81, woods826.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods942.jpg, -1075, 344, -25, 40, rz
background_head_82, fruit1504.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit1912.jpg, -582, -65, -14, 30, rz
background_head_83, woods80.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods218.jpg, 17, -411, 34, 0, rz
background_head_84, fruit527.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit465.jpg, 890, -669, 21, 80, rz
background_head_85, woods136.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods882.jpg, 540, 931, 11, 20, rz
background_head_86, woods399.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods240.jpg, -894, -149, 4, 110, rz
background_head_87, woods386.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods537.jpg, -708, -865, 34, 60, rz
background_head_88, woods248.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods872.jpg, 778, -683, 40, 140, rz
background_head_89, fruit1817.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1816.jpg, -106, 887, 21, 60, rz
background_head_90, woods167.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods945.jpg, -1344, -811, 19, 90, rz
background_head_91, woods165.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods252.jpg, 107, -682, -7, 140, rz
background_head_92, fruit414.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit303.jpg, -532, -1235, 21, 130, rz
background_head_93, woods88.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods645.jpg, -1255, -329, -10, 60, rz
background_head_94, woods838.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods831.jpg, 211, 962, -11, 90, rz
background_head_95, fruit411.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, fruit33.jpg, 910, 422, -15, 150, rz
background_head_96, woods437.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods605.jpg, 336, 1015, -3, 50, rz
background_head_97, fruit249.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit146.jpg, 38, 586, 29, 0, rz
background_head_98, woods965.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods409.jpg, 645, -752, 21, 130, rz
background_head_99, woods218.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods369.jpg, 680, 381, 24, 40, rz
background_head_100, woods553.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods19.jpg, 536, 943, 17, 60, rz
background_head_101, woods766.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods710.jpg, -325, 441, -22, 120, rz
background_head_102, fruit126.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit1246.jpg, 75, -89, -10, 120, rz
background_head_103, woods74.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods529.jpg, 192, -151, -34, 120, rz
background_head_104, woods257.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods489.jpg, 1136, 527, -37, 140, rz
background_head_105, woods695.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods864.jpg, -1653, 914, 32, 0, rz
background_head_106, fruit1765.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit1307.jpg, -509, 85, -4, 60, rz
background_head_107, woods112.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods508.jpg, 1158, -669, 21, 40, rz
background_head_108, fruit1927.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, fruit1844.jpg, -1692, -428, -26, 20, rz
background_head_109, fruit170.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1920.jpg, -1609, 130, 14, 160, rz
background_head_110, woods376.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods884.jpg, 85, 477, -18, 150, rz
background_head_111, fruit214.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, fruit1532.jpg, -1552, -1137, 7, 110, rz
background_head_112, woods273.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods179.jpg, 9, 889, -12, 0, rz
background_head_113, fruit1310.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit412.jpg, -1475, -104, -7, 160, rz
background_head_114, fruit1463.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit1609.jpg, -781, -144, 31, 170, rz
background_head_115, fruit144.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, fruit1660.jpg, 1028, 1161, -21, 110, rz
background_head_116, fruit1699.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit1172.jpg, -1616, 332, -17, 70, rz
background_head_117, woods899.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods664.jpg, 310, -411, 20, 130, rz
background_head_118, fruit1716.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, fruit483.jpg, -1596, -290, -8, 40, rz
background_head_119, woods997.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods659.jpg, -390, 1180, 21, 40, rz
background_head_120, woods920.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods965.jpg, -839, 541, -3, 80, rz
background_head_121, woods139.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods815.jpg, -878, -890, 24, 20, rz
background_head_122, woods659.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods690.jpg, 842, 297, 22, 70, rz
background_head_123, fruit1962.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit480.jpg, 1105, -1136, -36, 160, rz
background_head_124, fruit1031.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit1928.jpg, 723, 410, -18, 20, rz
background_head_125, fruit1795.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, fruit1627.jpg, 388, 717, 23, 10, rz
background_head_126, woods219.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods6.jpg, 123, -207, -35, 80, rz
background_head_127, woods493.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods761.jpg, -1102, -735, 7, 180, rz
background_head_128, fruit1618.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, fruit1510.jpg, -1335, 55, -14, 0, rz
background_head_129, fruit311.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1894.jpg, -395, 815, 28, 60, rz
background_head_130, woods872.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods835.jpg, -839, -81, -26, 50, rz
background_head_131, woods656.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods546.jpg, 563, 562, 9, 30, rz
background_head_132, fruit248.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit1457.jpg, 557, -890, -4, 110, rz
background_head_133, woods722.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods404.jpg, 1063, 33, 20, 110, rz
background_head_134, fruit1672.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit1710.jpg, -1575, 373, -35, 60, rz
background_head_135, fruit26.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, fruit280.jpg, -902, -587, -30, 140, rz
background_head_136, fruit1064.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit1250.jpg, -631, -1039, 11, 40, rz
background_head_137, fruit1888.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit1608.jpg, -917, 777, 33, 30, rz
background_head_138, woods710.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods525.jpg, 828, 1064, 14, 180, rz
background_head_139, fruit1993.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1022.jpg, -114, 23, 7, 130, rz
background_head_140, woods120.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods422.jpg, -1024, -400, 39, 70, rz
background_head_141, woods834.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods671.jpg, 120, 620, -24, 40, rz
background_head_142, woods233.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods334.jpg, -290, 187, -24, 0, rz
background_head_143, woods492.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods837.jpg, 710, 721, 6, 100, rz
background_head_144, woods764.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods139.jpg, 1006, 998, 18, 90, rz
background_head_145, fruit516.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, fruit1964.jpg, 889, 775, 24, 20, rz
background_head_146, fruit503.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit1093.jpg, -120, 110, 26, 20, rz
background_head_147, woods646.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods6.jpg, 594, -994, 9, 60, rz
background_head_148, woods758.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods298.jpg, -196, 82, 9, 70, rz
background_head_149, fruit531.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1561.jpg, 76, -753, -8, 80, rz
background_head_150, fruit1067.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, fruit1382.jpg, -213, -977, -20, 160, rz
background_head_151, woods814.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods906.jpg, -951, -42, -27, 70, rz
background_head_152, fruit1474.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit1393.jpg, -1601, -787, 28, 20, rz
background_head_153, fruit1571.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit1278.jpg, -1556, -411, 3, 130, rz
background_head_154, fruit1967.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit397.jpg, 335, -243, -22, 180, rz
background_head_155, woods320.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods544.jpg, 690, -260, -8, 110, rz
background_head_156, woods155.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods56.jpg, 577, -21, 38, 110, rz
background_head_157, woods492.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods834.jpg, -1091, -482, -20, 100, rz
background_head_158, fruit352.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, fruit1000.jpg, -345, 289, -11, 70, rz
background_head_159, fruit422.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1687.jpg, -235, 641, 3, 90, rz
background_head_160, woods446.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods432.jpg, -1270, -192, 32, 40, rz
background_head_161, woods755.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods96.jpg, -119, 807, 12, 60, rz
background_head_162, woods766.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods788.jpg, -529, -338, -9, 20, rz
background_head_163, woods720.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods762.jpg, 1018, 385, -39, 40, rz
background_head_164, fruit1346.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit1979.jpg, -630, -780, 3, 120, rz
background_head_165, woods289.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods211.jpg, 875, 238, 30, 140, rz
background_head_166, woods90.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods465.jpg, -313, -894, -23, 90, rz
background_head_167, fruit1326.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit1480.jpg, -113, -207, -11, 130, rz
background_head_168, woods486.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods386.jpg, -1203, 516, -31, 80, rz
background_head_169, fruit167.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1691.jpg, 505, 1067, 32, 120, rz
background_head_601, fruit1300.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, fruit1886.jpg, 183, 155, 24, 170, rz
background_head_170, fruit1447.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, fruit159.jpg, -1665, 34, 8, 70, rz
background_head_171, woods714.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods932.jpg, -1213, 122, -28, 60, rz
background_head_602, woods943.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods505.jpg, 1157, -1054, 25, 0, rz
background_head_172, woods823.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods273.jpg, 818, -345, 4, 50, rz
background_head_173, woods333.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods412.jpg, -290, 816, 39, 70, rz
background_head_603, woods518.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods786.jpg, -389, 1212, -26, 120, rz
background_head_174, fruit1495.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit346.jpg, 199, 337, -18, 140, rz
background_head_175, fruit1503.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, fruit1903.jpg, -729, 769, -10, 130, rz
background_head_176, fruit1440.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, tr_fruit8603 (2).jpg, -1372, -814, 27, 70, rz
background_head_604, fruit335.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit129.jpg, 243, -908, 3, 160, rz
background_head_177, woods8604.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods998.jpg, 780, -1151, -17, 150, rz
background_head_605, woods215.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods884.jpg, -1096, 564, -6, 0, rz
background_head_178, fruit1755.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, fruit435.jpg, -1075, -311, -27, 50, rz
background_head_179, fruit379.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1139.jpg, -393, 189, -13, 150, rz
background_head_606, fruit1367.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit1063.jpg, -1095, -308, 22, 100, rz
background_head_180, woods281.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods331.jpg, -1474, 673, -28, 180, rz
background_head_181, woods272.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods295.jpg, 222, 292, 5, 90, rz
background_head_607, woods347.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods353.jpg, 711, -1054, -33, 40, rz
background_head_182, fruit1136.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit137.jpg, 520, -1076, -15, 120, rz
background_head_183, fruit1749.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit525.jpg, -635, -89, 36, 70, rz
background_head_608, woods74.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods9.jpg, -1477, 464, 9, 70, rz
background_head_184, fruit301.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit1736.jpg, -1729, -224, -27, 40, rz
background_head_185, woods160.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods139.jpg, -867, -1208, -19, 130, rz
background_head_186, fruit1248.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit262.jpg, 798, -69, 15, 40, rz
background_head_609, fruit1845.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit427.jpg, -1043, -675, 36, 90, rz
background_head_187, woods49.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods541.jpg, 111, -55, -19, 100, rz
background_head_610, fruit1654.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, fruit1424.jpg, 1069, -19, -39, 50, rz
background_head_188, woods575.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods892.jpg, -1384, 1227, 3, 160, rz
background_head_189, fruit259.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1088.jpg, 867, 595, 29, 100, rz
background_head_611, fruit57.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, fruit476.jpg, -1461, 1080, -17, 90, rz
background_head_190, fruit1512.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, fruit1816.jpg, -427, -320, 5, 100, rz
background_head_191, woods490.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods638.jpg, 43, 568, -30, 130, rz
background_head_612, fruit1611.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit1821.jpg, -227, 36, -21, 150, rz
background_head_192, woods614.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods65.jpg, -1429, 870, 28, 150, rz
background_head_193, fruit1150.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit1507.jpg, -932, 971, 8, 20, rz
background_head_194, fruit1849.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit1707.jpg, -1548, 852, -20, 70, rz
background_head_613, fruit1352.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit297.jpg, -1219, 113, 25, 20, rz
background_head_195, woods593.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods374.jpg, -681, 1134, -32, 150, rz
background_head_196, woods782.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods201.jpg, 654, -592, 38, 170, rz
background_head_614, fruit343.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit335.jpg, -268, 142, -11, 80, rz
background_head_197, fruit1840.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit1740.jpg, 1063, 236, 27, 50, rz
background_head_615, woods105.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods693.jpg, 1057, 729, -34, 50, rz
background_head_198, woods276.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods242.jpg, -1411, 1168, -15, 140, rz
background_head_199, woods977.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods123.jpg, -1553, 983, -37, 90, rz
background_head_200, fruit380.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, fruit1334.jpg, 551, -396, -36, 120, rz
background_head_616, fruit140.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit351.jpg, -1502, -786, 35, 180, rz
background_head_201, fruit1615.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, fruit1578.jpg, -1468, -800, -37, 130, rz
background_head_202, fruit302.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit1819.jpg, -417, -806, -21, 40, rz
background_head_617, fruit1003.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit1917.jpg, -746, -617, -24, 160, rz
background_head_203, woods220.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods856.jpg, -1085, 336, 39, 10, rz
background_head_618, fruit122.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, fruit1738.jpg, 911, 339, 28, 90, rz
background_head_204, fruit1177.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, fruit1922.jpg, -1377, -550, -7, 150, rz
background_head_205, woods573.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods712.jpg, -1281, 66, 28, 30, rz
background_head_619, fruit475.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit211.jpg, 791, -372, -32, 120, rz
background_head_206, fruit1074.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit125.jpg, 1092, -1171, 24, 70, rz
background_head_207, woods139.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, woods35.jpg, -742, 9, 25, 130, rz
background_head_620, woods576.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods160.jpg, -856, 764, -29, 50, rz
background_head_208, fruit1656.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, fruit1485.jpg, -1380, -827, -24, 60, rz
background_head_209, woods284.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods760.jpg, -508, 362, 39, 180, rz
background_head_621, fruit483.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, fruit1232.jpg, -141, -693, 14, 40, rz
background_head_210, woods256.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, woods363.jpg, -1672, 375, 14, 70, rz
background_head_211, fruit1321.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, fruit1155.jpg, -61, -33, 26, 180, rz
background_head_622, fruit592.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, fruit1548.jpg, -383, -11, -5, 100, rz
background_head_212, woods186.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods799.jpg, 1007, 440, 10, 180, rz
background_head_213, fruit116.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit1830.jpg, 1058, -941, -28, 50, rz
background_head_214, woods349.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods482.jpg, 360, 749, -22, 90, rz
background_head_623, fruit1820.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, fruit1674.jpg, -59, 311, 6, 70, rz
background_head_215, woods347.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods272.jpg, 765, 352, -13, 70, rz
background_head_624, woods745.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods30.jpg, -684, 363, 14, 170, rz
background_head_216, fruit1408.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, fruit1473.jpg, 57, 699, 22, 70, rz
background_head_217, fruit355.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit1726.jpg, -427, -490, -9, 160, rz
background_head_625, woods844.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, woods573.jpg, -915, 338, -15, 130, rz
background_head_218, woods867.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, woods375.jpg, 658, -170, 14, 150, rz
background_head_219, woods16.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, woods997.jpg, -784, -1139, 35, 20, rz
background_head_626, woods592.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods823.jpg, 969, 552, 8, 140, rz
background_head_220, fruit1207.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, fruit1385.jpg, 1131, 1032, -37, 140, rz
background_head_221, woods429.jpg, TL10_01_B00_FACE_31_ICAsum_W_1.obj, woods816.jpg, 986, -9, 31, 140, rz
background_head_627, fruit36.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit1797.jpg, -559, 796, 20, 120, rz
background_head_222, woods415.jpg, TL10_01_B00_FACE_32_ICAsum_W_1.obj, woods442.jpg, -1634, -926, 18, 30, rz
background_head_223, woods270.jpg, TL10_01_B00_FACE_33_ICAsum_W_1.obj, woods418.jpg, -405, -695, 25, 80, rz
background_head_628, fruit1362.jpg, TL10_01_B00_FACE_38_ICAsum_W_1.obj, fruit1061.jpg, -632, 476, -7, 140, rz
background_head_224, woods224.jpg, TL10_01_B00_FACE_34_ICAsum_W_1.obj, woods441.jpg, 973, 769, -17, 180, rz
background_head_225, fruit1075.jpg, TL10_01_B00_FACE_35_ICAsum_W_1.obj, fruit1325.jpg, -297, -480, -10, 100, rz
background_head_629, fruit419.jpg, TL10_01_B00_FACE_39_ICAsum_W_1.obj, fruit1814.jpg, 900, -323, 3, 130, rz
background_head_226, woods47.jpg, TL10_01_B00_FACE_36_ICAsum_W_1.obj, woods139.jpg, 594, -93, 15, 110, rz
background_head_227, fruit568.jpg, TL10_01_B00_FACE_37_ICAsum_W_1.obj, fruit384.jpg, 490, 312, -3, 70, rz
background_head_630, fruit1194.jpg, TL10_01_B00_FACE_40_ICAsum_W_1.obj, fruit591.jpg, 1032, 753, -32, 10, rz
